Id,Name,Created at,Updated at,Client,Info page url,Tourist map,Id [Scenes],Name [Scenes],Created at [Scenes],Updated at [Scenes],Thumbnail [Scenes],Sort number [Scenes],Activity [Scenes],Game reset [Scenes],Visibility [Scenes],Actions [Scenes],Credentials [Scenes],Sc enabled [Scenes],Room name [Scenes],Game [Scenes]
86,光時代辦公室733 (小會議室前上方),2021年12月02日 15:50,2023年12月11日 17:00,1,https://cloud.lig.com.tw/messages/113,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBczQxIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b887ae0dd2e81dba4336f1c2b9627189ae5f9859/%E9%AB%94%E9%A9%97%E8%AA%AA%E6%98%8E_%E8%97%8F%E5%AF%B6%E5%9C%96.png,"3178,2026,3155,3374,3404,1822,3408,3410,3412,3413,3414,3425,3075,3446,3447,3457,3456,3451,3460,3462,2173,3463,1511,3466,3467,3144,3468,2179,3475,2374,2823,2984,2932,3485,2646,2647,3488,3483,3484,2574,2575,2576,1953,3492,3495,3490,3497,2985,3496","遊樂園天燈demo,Swatch,電腦教室XR巡禮,摩天輪射擊遊戲Demo,遊戲獎勵:Niho,0.0.0,att_v2,變形的模型的測試,動作：呼叫 AI 客服,場景(A) 動作：切換場景,場景(B) 動作：切換場景 (SC_Enabled: true),物件：資訊球 2.0,物件：影片串流,場景：同步模組,雨神同行正式,雨神同行正式2,智慧城市展測試,雨神同行面板測試B,直播間-測試,AI客服_Sunny測試,屬性：position,場景：unity - sdk - testing,亞灣新創園,聚樂邦-雨神同行-問題1-測試場景,聚樂邦-雨神同行-問題2-測試場景,新北1_瑞芳,呼叫 AI 客服的拉,屬性：雙面顯示,苑里-休息區,高雄市經發局,[複製]高雄市經發局,苗栗車站,星星隊：第三關影音區,2024台北智慧城市展-複製,智慧城市展_1,智慧城市高雄展,旅展場景,茂林直播間-Demo,茂林直播間-Demo2,新威旅客中心,新威旅客中心-1F,新威旅客中心-2F,360video,360 影片物件,直播間-測試2,RC_父親節,電腦教室發現校園ABC,Steven豬,場景：直播間","2023年11月17日 10:06,2022年07月06日 12:22,2023年11月14日 07:59,2024年01月19日 09:43,2024年02月05日 14:43,2022年01月13日 15:24,2024年02月16日 09:56,2024年02月16日 17:53,2024年02月19日 11:41,2024年02月20日 17:48,2024年02月20日 18:01,2024年03月05日 16:18,2023年10月23日 20:18,2024年03月13日 18:04,2024年03月14日 10:58,2024年03月20日 14:49,2024年03月20日 12:15,2024年03月15日 14:21,2024年03月21日 14:41,2024年03月22日 16:17,2022年09月28日 10:15,2024年03月25日 15:18,2021年09月30日 17:39,2024年03月27日 11:53,2024年03月27日 11:54,2023年11月10日 14:02,2024年03月29日 17:53,2022年09月28日 10:26,2024年04月11日 13:24,2022年11月23日 09:05,2023年07月14日 00:23,2023年09月22日 11:41,2023年09月13日 12:16,2024年04月26日 16:23,2023年03月28日 18:37,2023年03月29日 07:12,2024年04月26日 18:20,2024年04月24日 15:09,2024年04月26日 11:05,2023年02月20日 15:08,2023年02月20日 15:12,2023年02月20日 15:13,2022年04月30日 19:17,2024年05月09日 14:24,2024年05月15日 13:52,2024年05月08日 18:33,2024年05月16日 14:32,2023年09月22日 14:36,2024年05月15日 23:15","2023年11月17日 10:07,2022年07月06日 12:22,2024年01月17日 10:29,2024年01月19日 09:44,2024年02月05日 14:43,2023年08月15日 15:09,2024年02月16日 10:12,2024年02月16日 18:00,2024年02月19日 11:41,2024年03月25日 16:34,2024年04月16日 14:53,2024年03月27日 11:46,2023年10月23日 20:18,2024年03月13日 18:05,2024年03月20日 14:50,2024年03月20日 14:49,2024年03月20日 17:21,2024年03月15日 14:55,2024年03月25日 16:29,2024年03月22日 16:17,2022年09月28日 10:15,2024年03月26日 10:59,2024年03月26日 15:51,2024年03月27日 11:53,2024年03月27日 11:54,2024年04月08日 11:57,2024年04月03日 15:37,2022年09月28日 10:26,2024年04月11日 13:25,2023年12月29日 09:32,2023年07月14日 00:31,2023年10月06日 14:38,2024年04月08日 11:56,2024年04月26日 16:24,2023年03月28日 18:37,2024年04月22日 11:49,2024年05月28日 18:18,2024年04月25日 09:55,2024年04月26日 11:07,2024年04月10日 10:44,2023年12月21日 09:52,2023年03月13日 09:14,2022年04月30日 19:17,2024年05月09日 14:24,2024年05月15日 13:52,2024年05月14日 14:06,2024年05月16日 14:32,2023年12月15日 14:40,2024年05月24日 11:14"," - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,https://api.lig.com.tw/ar_asset/hls3lvues7xev5wn3oxohm69t4fj.png, - , - , - , - , - , - ,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,https://api.lig.com.tw/ar_asset/ed1z2ztg2at6cjlsjf60uej7orje.png	,https://assets.lig.com.tw/ar_asset/3h1roochtpbivhcw0f0tyzkcmy78.jpeg, - ,https://api.lig.com.tw/ar_asset/bsot9eg1qxe5e862a2l2dtdxdt67.jpg, - , - , - , - , - , - , - , - , - , - , - , - , - ","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"," - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ","false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1"," - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,---
Excellent:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 32274
    play_count:
Perfect:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34238
    play_count:
GoodJob:
- id: 7
  values:
    group: 1
    delay_time: 0.0
    obj_id: 34239
    play_count:
, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - "," - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ","false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,true"," - , - , - , - , - , - , - , - , - ,場景-3413-場景(A)動作：切換場景,room_3414, - , - ,TEST_ROOM, - , - , - , - ,場景-3460-直播間-測試, - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - ,場景-3460-直播間-測試,場景-3460-直播間-測試, - , - , - , - , - ,場景-3460-直播間-測試, - , - , - ,場景-3496-直播間-測試"," - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - "
88,東三水街市場,2021年12月08日 10:54,2021年12月08日 10:54, - , - ,,1646,東三水街市場,2021年12月07日 13:03,2021年12月08日 10:06, - ,0, - ,false,1, - , - ,false, - , - 
89,天文館,2022年02月11日 15:55,2022年02月11日 15:55, - , - ,,"2093,2009","天文館,元宇宙 in 市政府","2022年08月23日 15:00,2022年06月24日 11:15","2022年11月21日 14:55,2022年12月27日 09:01","https://api.lig.com.tw/ar_asset/9lequz3r3fbl6j2dbnieefozrnnh.jpg,https://api.lig.com.tw/ar_asset/hocptv7t06r504pbio4iftykfz25.jpg","0,0"," - , - ","false,false","1,2"," - , - "," - , - ","false,false"," - , - "," - , - "
90,清水服務區,2022年02月11日 15:55,2022年02月11日 15:55, - , - ,,,,,,,,,,,,,,,
93,南湖圖書館,2022年02月11日 15:55,2022年02月11日 15:55, - , - ,,1670,南湖圖書館,2021年12月22日 23:12,2021年12月22日 23:12, - ,0, - ,false,1, - , - ,false, - , - 
94,光點藝術中心,2022年02月11日 15:56,2022年02月11日 15:56, - , - ,,1724,光點藝術中心,2021年12月28日 14:32,2022年08月17日 17:37, - ,0, - ,false,1, - , - ,false, - , - 
95,南湖6樓,2022年02月11日 15:56,2022年02月11日 15:56, - , - ,,1715,古亭,2021年12月28日 12:31,2022年04月08日 13:28, - ,0, - ,false,1, - , - ,false, - , - 
96,南湖門口A,2022年02月11日 15:56,2022年02月11日 15:56, - , - ,,1714,南湖高中智慧圖書館階梯教室,2021年12月28日 12:31,2022年01月12日 18:09, - ,0, - ,false,1, - , - ,false, - , - 
99,板橋-府中-2,2022年01月12日 13:57,2023年11月28日 15:01,1, - ,,3187,新北0_板橋-2,2023年11月28日 10:43,2023年11月28日 10:43, - ,0, - ,false,1, - , - ,false, - , - 
100,Eliot Test Coordinate Sys.,2022年01月27日 17:37,2022年01月27日 17:37,1, - ,,"2134,2016,2232","霹靂宇宙F.A.I.T.H in KH,RC_誠品站前店_聖誕節🎄,誠品站前店_萬聖節","2022年09月13日 17:30,2022年07月01日 10:30,2022年10月07日 10:35","2022年09月15日 21:10,2022年11月21日 15:33,2022年11月29日 17:32"," - ,https://api.lig.com.tw/ar_asset/xhgy8c2yrr4e2h1l7boqceae1xsl.jpg, - ","0,1,1"," - , - , - ","false,false,false","1,1,1"," - , - , - "," - , - , - ","false,false,false"," - , - , - "," - , - , - "
105,皇穹陵-星光大道,2022年02月21日 14:43,2024年03月06日 17:24,1, - ,,"2042,2789,3428,3430","星光大道,皇穹陵_豬哥亮,海底世界,恐龍世界","2022年07月22日 09:50,2023年06月15日 14:14,2024年03月06日 10:22,2024年03月06日 17:23","2024年03月05日 13:09,2023年06月27日 15:49,2024年03月06日 10:22,2024年03月07日 13:26"," - ,https://api.lig.com.tw/ar_asset/9x4ep2rv0hgf9nu5pdhoow3oecvq.png,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg, - ","1,4,3,0","23, - ,24, - ","false,false,false,false","1,1,1,1"," - , - , - , - "," - , - , - , - ","false,false,false,false"," - , - , - , - "," - , - , - , - "
106,皇穹陵花園,2022年02月22日 17:19,2022年02月22日 17:19,1, - ,,1862,海底世界-複製確認,2022年02月21日 16:07,2024年03月06日 11:25,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,3,24,false,1, - , - ,false, - , - 
107,皇穹陵咖啡廳,2022年02月22日 17:20,2022年02月22日 17:20,1, - ,,1863,南投皇穹陵-咖啡廳,2022年02月21日 17:19,2022年03月09日 15:41, - ,0, - ,false,1, - , - ,false, - , - 
108,皇穹陵小老虎,2022年02月23日 12:37,2022年02月23日 12:37,1, - ,,1867,南投皇穹陵-小老虎,2022年02月23日 12:05,2022年02月23日 12:05, - ,0, - ,false,1, - , - ,false, - , - 
115,集點測試,2022年03月30日 14:08,2022年03月30日 14:08,1, - ,,1557,集點測試,2021年10月28日 18:01,2022年03月30日 17:46, - ,0, - ,false,1, - , - ,false, - , - 
116,臺北市政府大廳,2022年03月31日 14:24,2022年06月30日 15:01,1, - ,,2009,元宇宙 in 市政府,2022年06月24日 11:15,2022年12月27日 09:01,https://api.lig.com.tw/ar_asset/hocptv7t06r504pbio4iftykfz25.jpg,0, - ,false,2, - , - ,false, - , - 
118,擁恆-豬哥亮,2022年04月17日 12:58,2022年04月17日 12:58,1, - ,,1934,擁恆_豬哥亮,2022年04月12日 13:09,2024年04月08日 11:55,https://api.lig.com.tw/ar_asset/9x4ep2rv0hgf9nu5pdhoow3oecvq.png,4, - ,false,1, - , - ,false, - , - 
119,臺北市政府停車場出口,2022年04月18日 14:26,2022年04月18日 14:26,1, - ,,1936,台北市市政府-大門,2022年04月13日 16:23,2022年12月02日 10:36, - ,0, - ,false,1, - , - ,false, - , - 
120,臺北市政府西大門,2022年04月21日 13:25,2022年04月21日 13:25,1, - ,,1945,台北市政府-正門口,2022年04月20日 09:54,2023年01月09日 16:22, - ,0, - ,false,2, - , - ,false, - , - 
121,比特宇宙,2022年04月28日 17:26,2022年04月28日 17:26,1, - ,,1948,比特宇宙,2022年04月28日 10:45,2022年04月28日 11:09, - ,0, - ,false,1, - , - ,false, - , - 
122,竹東,2022年05月04日 16:33,2022年05月04日 16:33,1, - ,,1957,臺北市政府大廳AR導覽_竹東,2022年05月05日 14:53,2022年08月15日 18:10,https://api.lig.com.tw/ar_asset/ftsp9q11qkfck0kwt591l2p2pphx.jpg,0, - ,false,1, - , - ,false, - , - 
123,成都楊桃冰,2022年05月05日 14:49,2022年05月05日 14:49,1, - ,,2438,julia_西門六號出口_火星貓_王領英雄,2022年12月13日 14:10,2023年11月22日 18:14,https://api.lig.com.tw/ar_asset/p39nq0jgji6pgw9jx10a0r76s25u.jpg,0, - ,false,1, - , - ,false, - , - 
124,擁恆-豬哥亮墓園,2022年05月10日 10:59,2022年05月10日 10:59,1, - ,,1937,擁恆_豬哥亮_墓園,2022年04月17日 10:58,2023年04月13日 09:57,https://api.lig.com.tw/ar_asset/9x4ep2rv0hgf9nu5pdhoow3oecvq.png,0, - ,false,1, - , - ,false, - , - 
127,光時代會議室179,2022年06月16日 10:09,2022年06月16日 10:09,1, - ,,1871,SDK Test 測試場景,2022年03月06日 17:10,2023年04月10日 17:04, - ,0, - ,false,1, - , - ,false, - , - 
133,Ruby小貓_5491座標系,2022年06月28日 16:43,2024年02月24日 20:04,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkUrIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--02a7548130149e358a51aa347157ecd80c259c63/%E8%9B%8B%E9%BB%83%E9%85%A5.png,3411,RC_元宵,2024年02月17日 17:47,2024年03月05日 15:10, - ,0, - ,false,1, - , - ,false, - , - 
136,運營測試區,2022年07月06日 12:11,2022年07月06日 12:11,1, - ,,2028,永安海螺文化體驗園區,2022年07月07日 01:35,2022年07月07日 01:35, - ,0, - ,false,1, - , - ,false, - , - 
137,KM20_207,2022年07月15日 18:21,2022年07月15日 18:22,1, - ,,,,,,,,,,,,,,,
138,和全豐開發環境,2022年07月15日 18:22,2023年05月19日 20:15,1, - ,,2743,誠品站前店_萬聖節-和全豐,2023年05月19日 20:19,2023年05月19日 20:20, - ,1, - ,false,1, - , - ,false, - , - 
139,Hank選戰Demo,2022年07月15日 19:18,2022年07月15日 19:18,1, - ,,2033,選戰demo場景-plain,2022年07月15日 18:30,2022年07月15日 20:30, - ,0, - ,false,1, - , - ,false, - , - 
140,LivingCS1,2022年07月20日 18:16,2022年07月20日 18:16,16, - ,,2039,LivingScene1,2022年07月20日 18:09,2022年07月20日 18:09, - ,0, - ,false,1, - , - ,false, - , - 
141,Julia小貓_946座標系_old,2022年07月21日 15:42,2023年06月15日 19:39,1, - ,,"2675,2151,2681","Julia_Demo_Ad,Julia_Demo_誠品站前店_聖誕節🎄,julia_Demo_百威生醫","2023年04月18日 15:07,2022年09月16日 17:04,2023年04月19日 17:40","2023年04月21日 15:28,2022年10月17日 16:17,2023年04月19日 17:40"," - ,https://api.lig.com.tw/ar_asset/xhgy8c2yrr4e2h1l7boqceae1xsl.jpg, - ","0,2,0"," - ,10, - ","false,false,false","1,1,1"," - , - , - "," - , - , - ","false,false,false"," - , - , - "," - , - , - "
144,光時代AR體驗,2022年07月29日 14:50,2022年07月29日 14:50,1, - ,,"2009,2364","元宇宙 in 市政府,台北市立動物園","2022年06月24日 11:15,2022年11月16日 18:25","2022年12月27日 09:01,2022年12月07日 11:41","https://api.lig.com.tw/ar_asset/hocptv7t06r504pbio4iftykfz25.jpg,https://api.lig.com.tw/ar_asset/7mz6xz1q48daicjn0ijkrdag6tnx.jpg","0,0"," - , - ","false,false","2,1"," - , - "," - , - ","false,false"," - , - "," - , - "
146,南港教育展,2022年08月18日 16:38,2022年08月18日 16:38,1, - ,,2088,南港教育展,2022年08月18日 14:45,2022年08月18日 14:45, - ,0, - ,false,1, - , - ,false, - , - 
147,MEET大南方,2022年08月25日 22:03,2022年08月25日 22:03,1, - ,,2093,天文館,2022年08月23日 15:00,2022年11月21日 14:55,https://api.lig.com.tw/ar_asset/9lequz3r3fbl6j2dbnieefozrnnh.jpg,0, - ,false,1, - , - ,false, - , - 
148,奇觀辦公室,2022年08月31日 13:56,2022年08月31日 13:56,1, - ,,1936,台北市市政府-大門,2022年04月13日 16:23,2022年12月02日 10:36, - ,0, - ,false,1, - , - ,false, - , - 
149,測試座標系,2022年09月02日 14:47,2023年06月02日 14:21,1, - ,,"2777,1066","plain 辦公室測試2,plain 辦公室測試1","2023年06月08日 15:58,2021年05月06日 12:56","2023年06月08日 15:58,2023年06月07日 12:15"," - , - ","0,0"," - , - ","false,false","1,1"," - , - "," - , - ","false,false"," - , - "," - , - "
151,HENRY DEMO(241),2022年09月14日 20:48,2023年09月30日 07:14,1, - ,,3357,CES2024-Tutk-L,2024年01月10日 20:35,2024年01月12日 08:17, - ,0, - ,false,1, - , - ,false, - , - 
152,碁康,2022年09月15日 16:25,2023年05月12日 09:27,1, - ,,2716,高工局Demo,2023年05月05日 14:31,2023年05月05日 14:31, - ,0, - ,false,1, - , - ,false, - , - 
153,霹靂,2022年09月15日 20:48,2022年09月15日 20:48,1, - ,,2293,霹靂in光榮碼頭,2022年10月24日 09:47,2022年11月05日 11:38, - ,0, - ,false,1, - , - ,false, - , - 
154,專題展覽,2022年09月16日 08:34,2022年09月16日 08:34,1, - ,,2146,專題展覽,2022年09月16日 08:32,2022年09月16日 08:33, - ,0, - ,false,1, - , - ,false, - , - 
158,台北市政府聯合服務中心,2022年09月19日 11:32,2022年09月19日 11:32,1, - ,,2148,聯合服務中心,2022年09月16日 15:07,2023年05月17日 17:31, - ,0, - ,false,2, - , - ,false, - , - 
159,永安海螺文化體驗園區,2022年09月21日 13:01,2022年09月21日 13:01,1, - ,,2157,永安海螺館,2022年09月19日 15:18,2022年09月20日 15:05, - ,0, - ,false,1, - , - ,false, - , - 
160,未來城市-藝廊,2022年09月22日 13:48,2022年09月22日 13:48,1, - ,,2163,未來城市-藝廊,2022年09月22日 11:34,2022年09月28日 16:21, - ,0, - ,false,1, - , - ,false, - , - 
161,未來城市-海洋世界,2022年09月22日 13:48,2022年09月22日 13:48,1, - ,,2164,未來城市-海洋世界,2022年09月22日 11:35,2022年09月29日 12:43, - ,0, - ,false,1, - , - ,false, - , - 
178,0-601hk4g4,2022年10月05日 16:56,2023年05月16日 17:13,1, - ,,"2737,2735","資訊球、點餐、Logo、吉祥物,360任意門","2023年05月16日 16:15,2023年05月16日 11:40","2023年05月16日 17:12,2023年05月16日 17:12"," - , - ","0,0"," - , - ","false,false","1,1"," - , - "," - , - ","false,false"," - , - "," - , - "
180,實境-南京復興,2022年10月07日 18:02,2022年10月07日 18:02,1, - ,,,,,,,,,,,,,,,
181,誠品聖誕節,2022年10月11日 14:36,2022年11月21日 14:35,1, - ,,2016,RC_誠品站前店_聖誕節🎄,2022年07月01日 10:30,2022年11月21日 15:33,https://api.lig.com.tw/ar_asset/xhgy8c2yrr4e2h1l7boqceae1xsl.jpg,1, - ,false,1, - , - ,false, - , - 
183,蝦米測試81,2022年10月17日 15:26,2022年10月20日 10:53,1, - ,,"1866,2538","AR物件場景測試綁定光標籤81,夢想遊樂園","2022年02月23日 11:04,2023年01月13日 11:48","2022年10月25日 10:43,2023年01月13日 11:48"," - , - ","0,0"," - , - ","false,false","1,1"," - , - "," - , - ","false,false"," - , - "," - , - "
190,信義第三區,2022年11月09日 17:04,2023年07月28日 12:15,1, - ,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUU3IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c7997304e423c363f89224d0a65f4b843f9d1bd5/%E9%97%9C%E5%8D%A1%E5%85%AD%E5%9C%B0%E5%9C%96.png,2819,粽邪第六關解謎,2023年07月10日 15:23,2023年08月01日 09:31, - ,0, - ,false,1, - , - ,false, - , - 
191,中華電信5G加速器,2022年11月16日 12:48,2022年11月16日 12:48,1, - ,,"2359,2341","中華電信5G加速器,羅馬競技場-冠軍之路","2022年11月16日 06:35,2022年11月08日 13:38","2022年11月17日 12:04,2022年11月18日 10:48","https://api.lig.com.tw/ar_asset/qqk50e5adpgwtgs255has8vu48g3.png,https://api.lig.com.tw/ar_asset/eh9h77u5kqthh3fqbhfqhtu0ma4d.jpg","0,0"," - , - ","false,false","1,1"," - , - "," - , - ","false,false"," - , - "," - , - "
192,Meet Taipei - 光時代,2022年11月16日 13:24,2022年11月16日 13:24,1, - ,,"2295,2341,1511,2445,2435","meet taipei 爭豔館,羅馬競技場-冠軍之路,亞灣新創園,yuli我的場景,外婆生日","2022年10月27日 09:43,2022年11月08日 13:38,2021年09月30日 17:39,2022年12月13日 16:19,2022年12月10日 05:20","2022年11月17日 12:06,2022年11月18日 10:48,2024年03月26日 15:51,2022年12月13日 16:26,2022年12月10日 05:20","https://api.lig.com.tw/ar_asset/oathr1lqe6etbyty67x5xecb6231.jpeg,https://api.lig.com.tw/ar_asset/eh9h77u5kqthh3fqbhfqhtu0ma4d.jpg,https://api.lig.com.tw/ar_asset/hls3lvues7xev5wn3oxohm69t4fj.png, - , - ","0,0,0,0,0"," - , - , - , - , - ","false,false,false,false,false","1,1,1,1,1"," - , - , - , - , - "," - , - , - , - , - ","false,false,false,false,false"," - , - , - , - , - "," - , - , - , - , - "
193,(Eliot) Coordinate System 1 (web),2022年11月23日 11:25,2022年11月23日 11:25,1, - ,,2377,(Eliot) Test Scene 1 (ios),2022年11月23日 11:21,2022年11月23日 11:40, - ,0, - ,false,1, - , - ,false, - , - 
194,高雄市政府經發局,2022年11月23日 11:30,2022年11月23日 11:30,1, - ,,2374,高雄市經發局,2022年11月23日 09:05,2023年12月29日 09:32,https://api.lig.com.tw/ar_asset/2nc7k3w6b96d44ml6kykoz6rszw0.jpeg,0, - ,false,1, - , - ,false, - , - 
195,(Eliot) Coordinate System 2 (web),2022年11月23日 11:44,2022年11月23日 11:44,1, - ,,2379,(Eliot) Test Scene 2 (web),2022年11月23日 11:43,2022年11月23日 13:37, - ,0, - ,false,1, - , - ,false, - , - 
196,雲端AI新視界,2022年11月24日 08:54,2022年11月24日 08:54,1, - ,,"2388,1511,2009,2345,2390","雲端AI新視界,亞灣新創園,元宇宙 in 市政府,元宇宙 in 信義區,ACER","2022年11月28日 11:34,2021年09月30日 17:39,2022年06月24日 11:15,2022年11月09日 20:54,2022年11月29日 15:52","2022年11月30日 13:39,2024年03月26日 15:51,2022年12月27日 09:01,2022年12月22日 14:48,2022年11月29日 15:52"," - ,https://api.lig.com.tw/ar_asset/hls3lvues7xev5wn3oxohm69t4fj.png,https://api.lig.com.tw/ar_asset/hocptv7t06r504pbio4iftykfz25.jpg,https://api.lig.com.tw/ar_asset/nnoylz6tcwiouo8g37mnv2kxpn1s.jpg, - ","0,0,0,0,0"," - , - , - , - , - ","false,false,false,false,false","1,1,2,2,1"," - , - , - , - , - "," - , - , - , - , - ","false,false,false,false,false"," - , - , - , - , - "," - , - , - , - , - "
197,光時代門口,2022年11月29日 11:57,2023年10月20日 13:55,1, - ,,"2903,2904,3160,3447","玩家1,玩家2,信義區生日趴解謎,雨神同行正式","2023年09月01日 14:25,2023年09月01日 14:29,2023年11月15日 17:04,2024年03月14日 10:58","2023年09月05日 17:42,2023年09月05日 17:43,2023年11月15日 17:04,2024年03月20日 14:50","https://api.lig.com.tw/ar_asset/6e7zakmlzeiozr0593qam5x1jvp8.png,https://api.lig.com.tw/ar_asset/lr8agnnzzmbdrlnfere4ov6frjyi.png, - , - ","0,0,0,0"," - , - , - , - ","false,false,false,false","1,1,1,1"," - , - , - , - "," - , - , - , - ","false,false,false,false"," - , - , - , - "," - , - , - , - "
198,鴻圖開發部門,2022年11月30日 11:35,2022年12月06日 10:49,26, - ,,2412,元宇宙 in 市政府 (鴻圖),2022年12月06日 10:10,2022年12月06日 12:39,https://api.lig.com.tw/ar_asset/hocptv7t06r504pbio4iftykfz25.jpg,0, - ,false,2, - , - ,false, - , - 
199,信義第一區第一關,2022年12月03日 07:36,2023年06月09日 13:31,1,https://cloud.lig.com.tw/messages/23,/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjgyIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c7b7c4730dc4ff2df55e3444e0e72bd5dee22881/%E5%AF%B6%E8%97%8F%E5%9C%96%E9%97%9C%E5%8D%A1%E3%84%A7.png,2741,粽邪第一關解謎,2023年05月18日 14:14,2023年08月01日 09:32, - ,0, - ,false,1, - , - ,false, - , - 
200,高醫大校史館,2022年12月09日 18:42,2023年05月10日 16:17,1, - ,,2402,高醫大校史館,2022年12月01日 13:41,2023年10月02日 10:36, - ,0, - ,false,1, - , - ,false, - , - 
203,acer-11F,2022年12月14日 14:53,2022年12月14日 14:53,45, - ,,2446,11F,2022年12月14日 11:52,2022年12月14日 11:52, - ,0, - ,false,1, - , - ,false, - , - 
204,589,2022年12月14日 18:42,2023年09月08日 11:58,1, - ,,3444,Steven物件：資訊球 2.0,2024年03月11日 15:42,2024年03月11日 15:44, - ,0, - ,false,1, - , - ,false, - , - 
208,eliot coordinate sys. lightid=5520,2022年12月18日 16:50,2023年10月25日 14:07,1, - ,,"78,3087","力暘花蓮辦公室,綠能觀光元宇宙在竹東_萬聖節活動","2021年01月18日 13:21,2023年10月25日 11:54","2021年09月10日 08:15,2023年10月25日 15:15"," - ,https://assets.lig.com.tw/ar_asset/ibjyqfhu1526tgpssfum0lejx2ou.jpg","0,0"," - , - ","false,false","1,1"," - , - "," - , - ","false,false"," - , - "," - , - "
209,DEMO,2022年12月19日 10:44,2022年12月19日 10:44,48, - ,,2451,default scene,2022年12月15日 09:55,2022年12月15日 09:55, - ,0, - ,false,1, - , - ,false, - , - 
210,SunnyChen lightid=5469,2022年12月19日 16:45,2023年03月10日 16:09,1, - ,,"2658,1066,2850,3412,3425,3475,3460","測試設定透明度,plain 辦公室測試1,niho-bug,動作：呼叫 AI 客服,物件：資訊球 2.0,苑里-休息區,直播間-測試","2023年04月11日 14:07,2021年05月06日 12:56,2023年08月01日 14:13,2024年02月19日 11:41,2024年03月05日 16:18,2024年04月11日 13:24,2024年03月21日 14:41","2023年04月11日 14:07,2023年06月07日 12:15,2023年08月01日 15:00,2024年02月19日 11:41,2024年03月27日 11:46,2024年04月11日 13:25,2024年03月25日 16:29"," - , - , - , - , - , - , - ","0,0,0,0,0,0,0"," - , - , - , - , - , - , - ","false,false,false,false,false,false,false","1,1,1,1,1,1,1"," - , - , - , - , - , - , - "," - , - , - , - , - , - , - ","false,false,false,false,false,false,true"," - , - , - , - , - , - ,場景-3460-直播間-測試"," - , - , - , - , - , - , - "
211,demo002,2022年12月21日 08:59,2022年12月21日 08:59,48, - ,,2467,demo002,2022年12月21日 08:51,2022年12月21日 08:51, - ,0, - ,false,1, - , - ,false, - , - 
